,date,action,pull_price,short_price,ema5,ema20,ema200,ticker_name,rsi,target
0,1970-01-01 00:00:00.000000014,short_buy,,5481.125,5484.179626440285,5487.253510211195,5496.158026181306,BAJFINANCE.NS,39.38774900100647,5426.31375
1,1970-01-01 00:00:00.000000017,short_sell,,5421.699951171875,5452.6191520837,5471.248084876211,5494.088488120076,BAJFINANCE.NS,23.351108979348943,
2,1970-01-01 00:00:00.000000018,short_buy,,5410.75,5442.037118287322,5464.938743459428,5493.202035501967,BAJFINANCE.NS,21.289647592282922,5356.6425
3,1970-01-01 00:00:00.000000021,short_sell,,5338.02490234375,5392.847223736353,5435.350839708938,5489.027631442464,BAJFINANCE.NS,15.646596648238775,
4,1970-01-01 00:00:00.000000022,short_buy,,5349.85009765625,5385.103396239385,5427.984093069992,5487.723873915674,BAJFINANCE.NS,23.689885499905277,5296.351596679688
5,1970-01-01 00:00:00.000000025,short_sell,,5278.89990234375,5354.410753799018,5403.874672036114,5483.346136330378,BAJFINANCE.NS,19.931637164888986,
6,1970-01-01 00:00:00.000000026,short_buy,,5236.10009765625,5328.175052433959,5387.919950666604,5480.888464303769,BAJFINANCE.NS,19.832014236875967,5183.7390966796875
7,1970-01-01 00:00:00.000000046,short_sell,,5370.300048828125,5303.151587183097,5293.108939827223,5441.936986793328,BAJFINANCE.NS,65.40477392999364,
8,1970-01-01 00:00:00.000000065,short_buy,,5357.324951171875,5376.452748102491,5378.253438640882,5435.658655400865,BAJFINANCE.NS,47.28608370482812,5303.751701660156
9,1970-01-01 00:00:00.000000073,short_sell,,5385.125,5377.958058459303,5377.416829904935,5431.076764779786,BAJFINANCE.NS,55.097668417754505,
10,1970-01-01 00:00:00.000000084,short_buy,,5370.324951171875,5383.687727033006,5384.789261102914,5426.9259509275225,BAJFINANCE.NS,45.26375593957439,5316.621701660156
11,1970-01-01 00:00:00.000000095,short_sell,,5393.074951171875,5383.639129937207,5381.190302300733,5421.726326541363,BAJFINANCE.NS,59.559288830573365,
12,1970-01-01 00:00:00.000000100,short_buy,,5347.625,5372.416220424112,5378.467616577709,5419.595541363899,BAJFINANCE.NS,34.47051549145409,5294.14875
13,1970-01-01 00:00:00.000000105,short_sell,,5287.800048828125,5323.661949676925,5350.6941788006725,5414.263436953015,BAJFINANCE.NS,33.591509061013724,
14,1970-01-01 00:00:00.000000106,short_buy,,5292.375,5316.4037386376085,5345.009018914894,5413.036935092786,BAJFINANCE.NS,33.129190827030705,5239.45125
15,1970-01-01 00:00:00.000000126,short_sell,,5201.52490234375,5252.224590268286,5282.1046457299635,5389.514087799036,BAJFINANCE.NS,22.84538896987899,
16,1970-01-01 00:00:00.000000127,short_buy,,5174.675048828125,5229.363591910056,5269.461355437229,5387.1243963548295,BAJFINANCE.NS,17.7554478186623,5122.928298339843
17,1970-01-01 00:00:00.000000149,short_sell,,5119.050048828125,5143.009473950725,5159.866802668396,5339.625746915318,BAJFINANCE.NS,37.42053534553478,
18,1970-01-01 00:00:00.000000150,short_buy,,5171.949951171875,5145.674035295008,5159.403297652359,5337.788674806708,BAJFINANCE.NS,46.134766433311775,5120.230451660156
19,1970-01-01 00:00:00.000000154,short_sell,,5195.449951171875,5169.228605430223,5166.106162177282,5331.520543736469,BAJFINANCE.NS,57.18256971169803,
20,1970-01-01 00:00:00.000000173,short_buy,,5187.64990234375,5202.521514379687,5202.868927995849,5311.122811813311,BAJFINANCE.NS,42.64664669059704,5135.773403320312
21,1970-01-01 00:00:00.000000175,short_sell,,5238.300048828125,5207.530303644811,5204.757558723643,5309.1625670406565,BAJFINANCE.NS,59.023034383305095,
22,1970-01-01 00:00:00.000000183,short_buy,,5203.02490234375,5207.591675171603,5208.439028985306,5301.858428018955,BAJFINANCE.NS,48.043970197607386,5150.994653320313
23,1970-01-01 00:00:00.000000196,short_sell,,5204.550048828125,5195.229350209216,5194.78466374253,5287.844736610818,BAJFINANCE.NS,54.30958517184341,
24,1970-01-01 00:00:00.000000202,short_buy,,5182.77490234375,5191.240615042385,5193.956670225335,5282.413932568394,BAJFINANCE.NS,39.9530201126896,5130.947153320312
25,1970-01-01 00:00:00.000000225,short_sell,,5201.27490234375,5162.489639984497,5160.67511452027,5255.776078537205,BAJFINANCE.NS,58.33172101588487,
26,1970-01-01 00:00:00.000000251,short_buy,,5094.050048828125,5187.793101052071,5202.112549167439,5244.352606807849,BAJFINANCE.NS,28.077138741248536,5043.109548339844
27,1970-01-01 00:00:00.000000253,short_sell,,5025.0,5123.929176774554,5170.207333243499,5240.034712533472,BAJFINANCE.NS,23.22575842637567,
28,1970-01-01 00:00:00.000000254,short_buy,,5011.625,5096.122649644098,5153.882806714357,5237.634365191721,BAJFINANCE.NS,21.25417615042094,4961.50875
29,1970-01-01 00:00:00.000000257,short_sell,,4950.89990234375,5022.185704249983,5103.2786893166585,5229.432914895104,BAJFINANCE.NS,17.031075558121863,
30,1970-01-01 00:00:00.000000258,short_buy,,4939.175048828125,5004.811103305543,5088.10929033412,5226.5927863886845,BAJFINANCE.NS,19.830608565547767,4889.783298339844
31,1970-01-01 00:00:00.000000278,short_sell,,5027.150146484375,5007.160049982714,5006.952185891212,5182.877364643551,BAJFINANCE.NS,52.0762105130737,
32,1970-01-01 00:00:00.000000279,short_buy,,5015.0,5006.468884361555,5006.675768633716,5181.09798593752,BAJFINANCE.NS,46.348855245184865,4964.85
33,1970-01-01 00:00:00.000000280,short_sell,,5010.574951171875,5009.253576725654,5007.849504954314,5179.48507065456,BAJFINANCE.NS,50.36220422897648,
34,1970-01-01 00:00:00.000000288,short_buy,,4984.699951171875,5004.745017690214,5008.767322621216,5166.637979586555,BAJFINANCE.NS,36.40691693097317,4934.852951660157
35,1970-01-01 00:00:00.000000302,short_sell,,5025.125,5004.940783452923,5001.786432370986,5144.454304908346,BAJFINANCE.NS,57.952711505066965,
36,1970-01-01 00:00:00.000000335,short_buy,,5057.574951171875,5067.630942863334,5067.929892882895,5122.219488805369,BAJFINANCE.NS,49.19889925247919,5006.999201660156
37,1970-01-01 00:00:00.000000350,short_sell,,4971.2998046875,5016.73688316691,5038.692569973147,5110.562035451848,BAJFINANCE.NS,22.314796690691242,
38,1970-01-01 00:00:00.000000351,short_buy,,4941.4248046875,4999.750865727041,5029.321830422134,5108.867883901954,BAJFINANCE.NS,22.041836122294477,4892.010556640625
39,1970-01-01 00:00:00.000000368,short_sell,,4868.574951171875,4901.407384289708,4934.739107145792,5079.664862597524,BAJFINANCE.NS,17.554233029055105,
40,1970-01-01 00:00:00.000000369,short_buy,,4859.22509765625,4894.083564516995,4928.425877447384,5077.563224117077,BAJFINANCE.NS,26.311210245834577,4810.632846679688
41,1970-01-01 00:00:00.000000375,short_sell,,4655.675048828125,4815.485186336287,4877.0089908368755,5062.9192446940915,BAJFINANCE.NS,11.128500524097177,
42,1970-01-01 00:00:00.000000376,short_buy,,4601.375,4771.066277740723,4852.112905772055,5058.468307907646,BAJFINANCE.NS,17.04189257618536,4555.36125
43,1970-01-01 00:00:00.000000383,short_sell,,4534.800048828125,4593.358929821022,4706.829602178355,5025.328163873857,BAJFINANCE.NS,16.859003519012987,
44,1970-01-01 00:00:00.000000384,short_buy,,4509.300048828125,4573.156988819128,4687.3648967625595,5020.125398017526,BAJFINANCE.NS,16.102456578373108,4464.207048339844
45,1970-01-01 00:00:00.000000386,short_sell,,4441.349853515625,4520.161579752466,4642.566703419154,5008.662928390383,BAJFINANCE.NS,12.963340061633838,
46,1970-01-01 00:00:00.000000387,short_buy,,4451.85009765625,4511.236784251918,4627.084160236378,5003.402600744707,BAJFINANCE.NS,24.76288260982579,4407.331596679687
47,1970-01-01 00:00:00.000000402,short_sell,,4614.47509765625,4571.015233942826,4570.744222805221,4939.566901978928,BAJFINANCE.NS,53.954859010189004,
48,1970-01-01 00:00:00.000000429,short_buy,,4610.949951171875,4666.019470721738,4672.404752928901,4876.320303375111,BAJFINANCE.NS,36.082563633071906,4564.840451660156
49,1970-01-01 00:00:00.000000444,short_sell,,4655.47509765625,4641.356113484297,4639.469796337289,4840.815980141621,BAJFINANCE.NS,55.06923558786012,
50,1970-01-01 00:00:00.000000461,short_buy,,4630.5,4645.8500934199055,4648.514799118069,4811.251219082298,BAJFINANCE.NS,40.54107660918677,4584.195
51,1970-01-01 00:00:00.000000475,short_sell,,4440.449951171875,4587.28041484653,4617.11238454271,4785.857362744531,BAJFINANCE.NS,16.8789368460805,
52,1970-01-01 00:00:00.000000476,short_buy,,4417.449951171875,4546.106989325079,4596.625490776738,4782.037886498317,BAJFINANCE.NS,15.24235687606183,4373.275451660156
53,1970-01-01 00:00:00.000000500,short_sell,,4606.224853515625,4509.248108119139,4489.143973626914,4712.465361693831,BAJFINANCE.NS,75.05984922102982,
54,1970-01-01 00:00:00.000000522,short_buy,,4592.650146484375,4610.383443147142,4610.778795091321,4698.138755678608,BAJFINANCE.NS,43.837951437110405,4546.723645019531
55,1970-01-01 00:00:00.000000523,short_sell,,4598.47509765625,4612.2871658505555,4611.557023683815,4697.350809804318,BAJFINANCE.NS,53.32298053100721,
56,1970-01-01 00:00:00.000000524,short_buy,,4607.050048828125,4608.467817362933,4609.989697395476,4696.333389782943,BAJFINANCE.NS,48.088404092162875,4560.979548339844
57,1970-01-01 00:00:00.000000535,short_sell,,4619.27490234375,4596.795950826787,4596.044103916007,4684.788916108222,BAJFINANCE.NS,60.03122541613103,
58,1970-01-01 00:00:00.000000559,pull_buy,4741.10009765625,,4715.613633432427,4685.988923287634,4683.582969589589,BAJFINANCE.NS,68.49905821527507,4788.511098632813
59,1970-01-01 00:00:00.000000570,pull_sell,4675.875,,4694.268853710146,4695.361698444762,4685.758402590169,BAJFINANCE.NS,44.3215389932439,
60,1970-01-01 00:00:00.000000574,short_buy,,4667.39990234375,4673.159305785407,4683.491494011085,4684.684285259595,BAJFINANCE.NS,46.803292199058156,4620.725903320313
61,1970-01-01 00:00:00.000000576,short_sell,,4762.675048828125,4709.959410289937,4698.163140505672,4686.239103903746,BAJFINANCE.NS,66.32605903864825,
62,1970-01-01 00:00:00.000000577,pull_buy,4798.949951171875,,4731.746208003285,4708.623793790846,4687.450655108683,BAJFINANCE.NS,68.37523096796814,4846.939450683593
63,1970-01-01 00:00:00.000000595,pull_sell,4743.75,,4749.046539401211,4750.380764903221,4700.614612241043,BAJFINANCE.NS,46.93602980595533,
64,1970-01-01 00:00:00.000000600,pull_buy,4776.14990234375,,4751.4554575308575,4749.573084903231,4702.830246111658,BAJFINANCE.NS,60.85782142287422,4823.911401367188
65,1970-01-01 00:00:00.000000623,pull_sell,4852.0,,4828.075605257309,4811.263371088482,4725.14694540274,BAJFINANCE.NS,73.96274140381476,
66,1970-01-01 00:00:00.000000624,pull_buy,4881.125,,4840.725470755685,4818.285907175294,4726.737523060424,BAJFINANCE.NS,74.91745819855021,4929.93625
67,1970-01-01 00:00:00.000000625,pull_sell,4975.0,,4881.897588365533,4838.068201730028,4729.715259149375,BAJFINANCE.NS,86.9901503908163,
68,1970-01-01 00:00:00.000000626,pull_buy,5005.199951171875,,4904.642568728748,4851.990277755739,4732.247943137939,BAJFINANCE.NS,75.41532979614904,5055.251950683593
69,1970-01-01 00:00:00.000000631,pull_sell,5056.125,,5001.970702865136,4924.447463178172,4746.923630815542,BAJFINANCE.NS,81.52201508382093,
70,1970-01-01 00:00:00.000000632,pull_buy,5092.60009765625,,5028.0217011867735,4942.995342429061,4750.627875238398,BAJFINANCE.NS,84.56210445781178,5143.526098632812
71,1970-01-01 00:00:00.000000634,pull_sell,5170.25,,5085.041544641535,4984.3923417652,4758.9420119941,BAJFINANCE.NS,87.46983816114226,
72,1970-01-01 00:00:00.000000635,pull_buy,5190.9248046875,,5109.876713540639,5004.6216239482765,4763.298805951248,BAJFINANCE.NS,87.88950676644312,5242.834052734375
73,1970-01-01 00:00:00.000000642,pull_sell,5265.300048828125,,5216.1742521632295,5118.708488145652,4794.65753231979,BAJFINANCE.NS,86.73489505126815,
74,1970-01-01 00:00:00.000000643,pull_buy,5281.0,,5230.357751682512,5134.069584512733,4799.486810605165,BAJFINANCE.NS,86.2332549468436,5333.81
75,1970-01-01 00:00:00.000000650,pull_sell,5363.074951171875,,5282.132473230295,5209.249751752147,4831.835298873216,BAJFINANCE.NS,79.0431175091381,
76,1970-01-01 00:00:00.000000651,pull_buy,5422.64990234375,,5324.991923623562,5234.559299204324,4838.234947640647,BAJFINANCE.NS,83.8423732148045,5476.876401367187
77,1970-01-01 00:00:00.000000666,pull_sell,5493.75,,5458.740865976522,5396.852671989946,4920.688810294288,BAJFINANCE.NS,76.72163908710837,
78,1970-01-01 00:00:00.000000667,pull_buy,5511.449951171875,,5471.887318502573,5408.38097964269,4926.631209220153,BAJFINANCE.NS,77.70363352962637,5566.564450683593
79,1970-01-01 00:00:00.000000681,pull_sell,5416.949951171875,,5437.5745002152125,5439.454076016935,4996.254989933361,BAJFINANCE.NS,50.64776067658586,
80,1970-01-01 00:00:00.000000686,pull_buy,5452.800048828125,,5441.902498036586,5439.975836262626,5017.8552380321125,BAJFINANCE.NS,59.216858138778775,5507.328049316407
81,1970-01-01 00:00:00.000000688,pull_sell,5513.300048828125,,5469.669412392503,5453.109471407728,5027.649693851877,BAJFINANCE.NS,65.52158138812862,
82,1970-01-01 00:00:00.000000689,pull_buy,5502.5,,5475.298431860836,5457.099045559373,5032.299945654346,BAJFINANCE.NS,61.449323752443355,5557.525
83,1970-01-01 00:00:00.000000698,pull_sell,5449.824951171875,,5456.347861625322,5456.716547325612,5068.962161253099,BAJFINANCE.NS,49.59272920563018,
84,1970-01-01 00:00:00.000000713,pull_buy,5445.574951171875,,5436.745485921985,5436.1595905810955,5118.74297090191,BAJFINANCE.NS,51.59195720284242,5500.030700683594
85,1970-01-01 00:00:00.000000720,pull_sell,5500.7998046875,,5483.672222716643,5462.8551811757825,5143.601401796352,BAJFINANCE.NS,66.26493762340004,
86,1970-01-01 00:00:00.000000721,pull_buy,5529.175048828125,,5496.933972703222,5470.521363697732,5147.579000760132,BAJFINANCE.NS,70.63806432021558,5584.466799316407
87,1970-01-01 00:00:00.000000725,pull_sell,5609.875,,5544.416271294076,5502.367603941783,5163.918985643367,BAJFINANCE.NS,77.86028620228723,
88,1970-01-01 00:00:00.000000726,pull_buy,5613.39990234375,,5558.990433228726,5512.618308328279,5168.3576027016425,BAJFINANCE.NS,75.1561964193778,5669.533901367187
89,1970-01-01 00:00:00.000000730,pull_sell,5671.39990234375,,5622.205234099125,5559.395617032888,5187.318562798367,BAJFINANCE.NS,82.97671459196071,
90,1970-01-01 00:00:00.000000731,pull_buy,5711.0,,5645.04851541043,5575.167463029757,5192.668626850124,BAJFINANCE.NS,84.75012869987097,5768.11
91,1970-01-01 00:00:00.000000749,pull_sell,5621.375,,5658.851187219197,5665.454092754009,5276.142012887508,BAJFINANCE.NS,41.94972794622209,
